time_in_cycles,setting_1,TRA,T2,T24,T30,T50,P2,P15,P30,Nf,Nc,Ps30,phi,NRf,NRc,htBleed,Nf_dmd,PCNfR_dmd,W31,W32,failure
93,41.9995,100,445,549.35,1354.05,1119.9,3.91,5.72,139.14,2212.03,8322.08,41.78,130.7,2388.05,8089.64,331,2212,100,10.46,6.3912,0
94,25.0056,60,462.54,536.98,1262.41,1047.48,7.05,9.02,175.51,1915.31,8008.68,36.68,164.55,2028.28,7871.78,307,1915,84.93,14.23,8.6564,0
95,25.0002,60,462.54,536.49,1259.93,1047.86,7.05,9.02,175.11,1915.39,8014.12,36.61,164.84,2028.34,7872.49,307,1915,84.93,14.26,8.6016,0
96,42.0029,100,445,549.61,1357.72,1123.53,3.91,5.72,139.86,2211.83,8317.34,42.07,130.63,2388,8086.85,330,2212,100,10.6,6.3424,0
97,25.0006,60,462.54,537.2,1262.36,1047.22,7.05,9.03,175.96,1915.43,8012.07,36.59,164.82,2028.3,7876.88,305,1915,84.93,14.23,8.5705,0
98,42.0002,100,445,549.62,1354.19,1125.84,3.91,5.72,138.71,2211.95,8317.53,42.07,130.37,2388.05,8089.59,330,2212,100,10.61,6.3659,0
99,42.0017,100,445,549.99,1345.57,1123.2,3.91,5.72,139.01,2212,8327.1,41.97,130.56,2388.02,8094.6,331,2212,100,10.71,6.4438,0
100,35.0011,100,449.44,555.47,1370.03,1122.43,5.48,8,194.76,2223.01,8352.83,41.66,183.6,2388.14,8065.95,333,2223,100,15,8.864,0
101,42.0041,100,445,548.89,1354.33,1121.66,3.91,5.71,138.69,2211.93,8320.72,42.12,130.81,2388.11,8090.32,331,2212,100,10.65,6.4137,0
102,41.9983,100,445,549.52,1353.1,1118.78,3.91,5.71,138.38,2212,8328.75,42.07,130.87,2388.01,8082.67,333,2212,100,10.69,6.2933,0
103,10.0036,100,489.05,605.09,1495.99,1303.11,10.52,15.49,394.84,2318.87,8780.61,45.42,372.06,2388.11,8132.67,371,2319,100,28.52,17.1551,0
104,41.999,100,445,549.44,1363.11,1121.01,3.91,5.71,138.74,2211.98,8329.9,41.99,130.45,2388.05,8088.38,332,2212,100,10.5,6.3206,0
105,35.002,100,449.44,555.97,1360.89,1122.88,5.48,8,194.27,2223.02,8354.56,41.82,182.69,2388.15,8070.98,332,2223,100,14.8,8.8436,0
106,0.0021,100,518.67,642.44,1580.59,1409.37,14.62,21.61,553.93,2388.09,9061.2,47.29,521.94,2388.11,8142.03,393,2388,100,38.8,23.3565,0
107,0.0024,100,518.67,641.89,1588.05,1405.52,14.62,21.61,553.29,2388.03,9058.9,47.48,522.02,2388.02,8144.1,392,2388,100,38.78,23.2707,0
108,35.003,100,449.44,555.66,1362.41,1121.74,5.48,8,195.08,2223.06,8355.14,41.76,183.48,2388.11,8072.56,335,2223,100,14.56,8.8963,0
109,24.998,60,462.54,537.07,1251.91,1045.95,7.05,9.02,174.95,1915.44,8013.65,36.76,164.84,2028.33,7876.42,305,1915,84.93,14.25,8.5902,0
110,24.9998,60,462.54,536.5,1258.34,1051.98,7.05,9.03,174.92,1915.45,8011.25,36.8,164.9,2028.28,7875.23,306,1915,84.93,14.52,8.5312,0
111,42.0077,100,445,549.55,1349.1,1121.56,3.91,5.71,138.77,2211.95,8322.86,42.11,130.81,2388.02,8085.43,331,2212,100,10.55,6.3849,0
112,35.0059,100,449.44,555.13,1360.57,1129.78,5.48,8,194.86,2223.01,8350.26,41.82,183.5,2388.11,8072.83,334,2223,100,14.92,8.8702,0
113,42.0057,100,445,550.06,1350.88,1128.28,3.91,5.72,139.06,2211.97,8330.02,41.94,131.11,2388.09,8084.74,330,2212,100,10.48,6.3613,0
114,10.0047,100,489.05,604.66,1495.28,1307.84,10.52,15.5,394.93,2318.94,8786.69,45.41,371.88,2388.12,8137.02,369,2319,100,28.5,17.0901,0
115,42.0031,100,445,549.25,1354.74,1132.79,3.91,5.71,138.69,2212.01,8332.47,41.92,130.49,2388.08,8090.82,331,2212,100,10.51,6.4123,0
116,35.0071,100,449.44,555.63,1359.24,1130.06,5.48,8,195.05,2223.05,8354.43,41.65,182.73,2388.18,8075.42,332,2223,100,14.85,8.9013,0
117,25.0026,60,462.54,537.24,1266.16,1040.79,7.05,9.03,175.7,1915.35,8008.66,36.97,164.73,2028.26,7879.28,307,1915,84.93,14.24,8.5673,0
118,42.0038,100,445,549.55,1349.91,1128.89,3.91,5.72,138.93,2211.98,8328.64,42.06,130.8,2388.11,8087.34,330,2212,100,10.51,6.4397,0
119,42.0031,100,445,549.61,1353.31,1115.35,3.91,5.71,138.64,2211.99,8328.02,42.03,130.56,2388.13,8095.61,331,2212,100,10.64,6.2918,0
120,20.0017,100,491.19,607.33,1492.26,1251.7,9.35,13.65,335.03,2323.96,8729.52,44.26,314.75,2388.12,8069.07,365,2324,100,24.45,14.6632,0
121,42.0031,100,445,549.22,1355.12,1131,3.91,5.71,138.55,2211.99,8325.96,42.03,130.61,2388.07,8091.23,330,2212,100,10.75,6.3321,0
122,10.0043,100,489.05,604.38,1500.94,1312.92,10.52,15.49,394.75,2318.95,8780.76,45.49,370.94,2388.19,8138.34,368,2319,100,28.64,17.1718,0
123,42.0033,100,445,549.66,1351.99,1132.47,3.91,5.72,138.52,2212.02,8327.26,42.1,130.35,2388.04,8089.72,332,2212,100,10.58,6.342,0
124,0.0008,100,518.67,642.01,1585.38,1405.77,14.62,21.61,553.16,2388.09,9062.86,47.38,521.06,2388.08,8138.03,391,2388,100,38.89,23.3401,0
125,20.0056,100,491.19,607.83,1481.56,1248.05,9.35,13.66,334.31,2324.02,8727.28,44.31,315.16,2388.14,8066.2,366,2324,100,24.29,14.692,0
126,42.0046,100,445,549.49,1355.85,1128.81,3.91,5.71,138.89,2211.98,8333.23,41.94,130.74,2388.03,8092,332,2212,100,10.58,6.2889,0
127,24.9992,60,462.54,537.03,1263.74,1045.51,7.05,9.03,175.74,1915.42,8011.06,36.69,164.65,2028.34,7881.68,308,1915,84.93,14.18,8.5145,0
128,42.0032,100,445,549.67,1356.45,1126.74,3.91,5.72,138.44,2211.98,8338.47,42.05,130.74,2388.1,8093.04,331,2212,100,10.47,6.3909,0
129,35.0018,100,449.44,555.58,1364.78,1137.97,5.48,8,194.43,2223.06,8353.41,41.92,182.53,2388.1,8070.77,333,2223,100,14.97,9.0301,0
130,19.9984,100,491.19,607.21,1481.96,1251.68,9.35,13.66,334.31,2323.98,8726.21,44.52,314.68,2388.19,8072.4,365,2324,100,24.23,14.6506,0
131,35.0004,100,449.44,556.05,1374.15,1129.31,5.48,8,194.36,2223.13,8364.18,42.11,183.06,2388.16,8071.22,333,2223,100,14.86,8.951,0
132,0.0029,100,518.67,642.85,1596.05,1406.29,14.62,21.61,553.15,2388.09,9063.43,47.6,521.55,2388.09,8147.23,394,2388,100,38.93,23.2579,0
133,35.0055,100,449.44,556.13,1367.32,1129.36,5.48,8,194.48,2223.1,8351.95,42.19,182.76,2388.15,8068.58,333,2223,100,14.64,8.9301,0
134,20.0009,100,491.19,607.94,1486.67,1251.23,9.35,13.66,334.72,2324.01,8730.18,44.4,314.7,2388.18,8071.73,366,2324,100,24.39,14.6694,0
135,35.0042,100,449.44,555.6,1361.99,1137.33,5.48,8,194.14,2223.08,8347.68,41.96,183.09,2388.2,8077.36,335,2223,100,14.87,8.8407,0
136,0.0014,100,518.67,643.1,1591.64,1414.53,14.62,21.61,553.57,2388.12,9066.18,47.84,521.47,2388.09,8147.82,395,2388,100,38.74,23.2281,0
137,42.0007,100,445,549.62,1359.91,1130.65,3.91,5.71,138.81,2212.03,8337.55,42.34,129.71,2388.16,8101.31,330,2212,100,10.67,6.3468,0
138,10.0001,100,489.05,604.77,1504.66,1307.03,10.52,15.49,394.63,2318.99,8794.28,45.6,371.14,2388.21,8138.74,370,2319,100,28.4,17.0092,0
139,42.0066,100,445,549.7,1357.98,1131.84,3.91,5.71,139.15,2212.05,8332.96,42.13,130.81,2388.05,8081.9,330,2212,100,10.58,6.3779,0
140,0.0013,100,518.67,643.07,1592.08,1411.28,14.62,21.61,552.95,2388.09,9063.85,47.71,521.69,2388.1,8152.56,393,2388,100,38.74,23.2641,0
141,20.0042,100,491.19,607.49,1489.04,1247.92,9.35,13.66,333.95,2324.03,8731.24,44.52,314.82,2388.21,8070.18,367,2324,100,24.37,14.6879,0
142,35,100,449.44,555.93,1368.34,1134.54,5.48,8,193.94,2223.12,8356.83,42.29,182.71,2388.23,8072.67,335,2223,100,14.94,8.8343,0
143,34.9989,100,449.44,556.49,1368.01,1134.08,5.48,8,194.75,2223.1,8354.02,42.07,183.03,2388.17,8074.18,336,2223,100,14.74,8.79,0
144,25.0058,60,462.54,536.84,1269.46,1054.09,7.05,9.03,174.17,1915.45,8011.56,37.09,164.38,2028.37,7879.71,307,1915,84.93,14.05,8.5095,0
145,0.0013,100,518.67,643.33,1590.22,1412.11,14.62,21.61,553.45,2388.12,9071.58,47.59,520.76,2388.1,8146.01,395,2388,100,38.75,23.1377,0
146,42.0035,100,445,550.25,1354.73,1126.61,3.91,5.72,138.9,2212.02,8329.46,42.16,129.9,2388.09,8094.07,330,2212,100,10.62,6.3525,0
147,25.0067,60,462.54,536.59,1270.09,1055.4,7.05,9.03,174.94,1915.49,8017.05,37.1,164.94,2028.36,7881.51,307,1915,84.93,14,8.5582,0
148,35.0001,100,449.44,556.09,1371.2,1134.26,5.48,8,194.95,2223.12,8366.81,42.09,182.48,2388.19,8078.46,334,2223,100,14.8,8.9149,0
149,41.9982,100,445,549.89,1357.63,1131.33,3.91,5.71,138.66,2212.08,8328.93,42.25,130.27,2388.16,8097.51,332,2212,100,10.65,6.3015,0
150,24.9984,60,462.54,536.36,1274.22,1048.71,7.05,9.03,175.92,1915.49,8025.1,36.99,164.23,2028.45,7883.7,307,1915,84.93,13.97,8.4818,0
151,25.0043,60,462.54,537.32,1266.81,1052.72,7.05,9.03,176.01,1915.52,8019.3,37.1,164.56,2028.44,7879.86,307,1915,84.93,14.13,8.548,0
152,0.0002,100,518.67,643.12,1593.73,1410.23,14.62,21.61,552.56,2388.16,9079.5,47.77,521.15,2388.18,8149.9,393,2388,100,38.75,23.2095,0
153,42.0013,100,445,550.33,1351.08,1137.42,3.91,5.72,138.63,2212.03,8334.34,42.3,130.75,2388.11,8094.3,330,2212,100,10.59,6.3313,0
154,42.0048,100,445,549.85,1352.06,1132.37,3.91,5.72,138.69,2212.09,8328.05,42.22,130.73,2388.18,8094.04,333,2212,100,10.66,6.3418,0
155,20.0036,100,491.19,607.57,1485.39,1251.67,9.35,13.66,333.63,2324.1,8737.68,44.68,314.4,2388.21,8068.15,367,2324,100,24.36,14.5786,0
156,0.0007,100,518.67,642.89,1597.35,1420.83,14.62,21.61,553.29,2388.12,9075.87,47.72,521.05,2388.15,8146.09,394,2388,100,38.71,23.1793,0
157,34.9992,100,449.44,555.84,1368.39,1132.51,5.48,8,193.97,2223.14,8368.43,42.23,183.46,2388.28,8083.84,334,2223,100,14.58,8.8271,0
158,35.008,100,449.44,556.07,1371.3,1136.69,5.48,8,193.98,2223.16,8371.81,42.04,182.46,2388.28,8073.66,336,2223,100,14.64,8.8693,0
159,10.005,100,489.05,604.65,1499.93,1320.68,10.52,15.5,393.78,2319.03,8798.99,45.69,371.3,2388.29,8144.28,372,2319,100,28.47,17.0371,0
160,35.0008,100,449.44,556.39,1377.06,1142.77,5.48,8,193.98,2223.2,8368.35,42.14,183.11,2388.26,8083.9,335,2223,100,14.79,8.9078,0
161,34.9981,100,449.44,556.04,1370.4,1136.86,5.48,8,193.81,2223.13,8371.51,42.26,182.76,2388.23,8073.37,336,2223,100,14.9,8.7957,0
162,10.0005,100,489.05,604.86,1514.23,1319.28,10.52,15.49,393.23,2319.1,8801.37,45.87,370.6,2388.29,8141.41,372,2319,100,28.45,16.9756,0
163,19.9989,100,491.19,607.33,1494.1,1267.33,9.35,13.66,333.73,2324.17,8740.75,44.7,314.4,2388.29,8073.02,366,2324,100,24.38,14.6014,0
164,42.0071,100,445,550.65,1360,1132.92,3.91,5.72,137.8,2212.16,8339.21,42.48,130.31,2388.2,8098.27,332,2212,100,10.52,6.2155,0
165,0.0018,100,518.67,643.13,1600.33,1427.32,14.62,21.61,552.25,2388.2,9081.78,47.98,520.32,2388.13,8147.17,394,2388,100,38.55,23.2645,0
166,35.0007,100,449.44,556.42,1378.88,1144.02,5.48,8,193.69,2223.23,8371.45,42.16,182.57,2388.35,8083.53,336,2223,100,14.73,8.8654,0
167,10.0013,100,489.05,605.8,1506.69,1319.42,10.52,15.5,393.61,2319.03,8805.15,45.8,371.2,2388.32,8144.31,372,2319,100,28.37,16.9918,0
168,42.0041,100,445,550.26,1367.65,1142.93,3.91,5.72,138.3,2212.1,8341.34,42.54,130.03,2388.18,8095.72,333,2212,100,10.43,6.2638,0
169,0.0009,100,518.67,643.26,1592.5,1420.89,14.62,21.61,552.28,2388.21,9078.97,47.92,520.67,2388.16,8153.18,396,2388,100,38.48,23.1693,0
170,42.0015,100,445,550.48,1364.91,1142.71,3.91,5.72,138.06,2212.16,8338.94,42.68,130.83,2388.21,8112.2,332,2212,100,10.56,6.2839,0
171,0.0029,100,518.67,643.3,1606.39,1421.59,14.62,21.61,551.89,2388.21,9078.85,47.88,520.27,2388.2,8152.35,396,2388,100,38.64,23.1782,0
172,42.004,100,445,550.58,1358.77,1144.29,3.91,5.72,138.35,2212.16,8347.4,42.66,130.45,2388.28,8102.13,333,2212,100,10.31,6.2735,0
173,0.0025,100,518.67,643.81,1593.47,1423.46,14.62,21.61,552.42,2388.24,9086.33,47.85,519.63,2388.22,8151.35,397,2388,100,38.67,23.1878,0
174,10.0022,100,489.05,605.62,1512.71,1330.48,10.52,15.5,393.6,2319.12,8797.56,45.97,370.4,2388.38,8149.07,372,2319,100,28.31,16.9636,0
175,42.0043,100,445,550.71,1369.67,1142.9,3.91,5.72,138.24,2212.1,8344.76,42.59,130.2,2388.21,8108.6,334,2212,100,10.45,6.377,0
176,20.0013,100,491.19,608.51,1499.94,1267.56,9.35,13.66,332.83,2324.25,8749.35,45.18,314.02,2388.4,8083.92,367,2324,100,24.33,14.5256,0
177,42.0069,100,445,550.4,1362.89,1138.79,3.91,5.72,138.58,2212.13,8352.81,42.76,130.48,2388.22,8101.77,334,2212,100,10.5,6.2041,0
178,41.9992,100,445,550.79,1356.7,1143.4,3.91,5.72,138.25,2212.19,8345.56,42.73,130.13,2388.22,8102,334,2212,100,10.44,6.377,0
179,42.0006,100,445,550.7,1358.92,1151.01,3.91,5.72,137.51,2212.22,8349.83,42.84,130.88,2388.21,8103.72,333,2212,100,10.26,6.3608,0
180,42.0012,100,445,550.75,1359.75,1145.64,3.91,5.72,138.8,2212.14,8347.8,42.62,130.21,2388.22,8100.8,336,2212,100,10.35,6.3896,1
1,20.0071,100,491.19,607.53,1475.47,1244.54,9.35,13.65,334.82,2323.93,8727.91,44.13,314.87,2388.11,8069.36,364,2324,100,24.62,14.7828,0
2,25.0012,60,462.54,536,1261.31,1044.64,7.05,9.03,175.78,1915.43,8013.13,36.65,165.34,2028.32,7880.16,307,1915,84.93,14.32,8.5311,0
3,0.0026,100,518.67,642.33,1588.09,1397.34,14.62,21.61,554.28,2388,9064.12,47.46,521.86,2388.03,8147.97,393,2388,100,38.94,23.3143,0
4,42.004,100,445,549.84,1354.45,1129,3.91,5.71,138.4,2212.04,8317.82,42.04,130.22,2388.13,8093.51,329,2212,100,10.73,6.2937,0
5,35.0043,100,449.44,555.23,1359.58,1127.48,5.48,8,194.9,2223.06,8354.26,41.69,183.18,2388.12,8074.29,333,2223,100,14.85,8.9918,0
6,42.0061,100,445,549.68,1355.77,1117.15,3.91,5.71,138.8,2211.99,8326.42,41.98,130.43,2388.12,8092.17,330,2212,100,10.65,6.3603,0
7,42.0051,100,445,549.16,1348.9,1123.63,3.91,5.71,138.13,2212.1,8329.49,41.9,130.85,2388.13,8089.83,330,2212,100,10.59,6.2763,0
8,42.0064,100,445,549.31,1353.78,1111.71,3.91,5.72,139.12,2212.03,8324.22,42,130.62,2388.09,8086.02,331,2212,100,10.62,6.3765,0
9,0.0012,100,518.67,642.72,1579.09,1407.26,14.62,21.61,553.58,2388.04,9068.65,47.43,522.32,2388.06,8140.31,391,2388,100,38.94,23.2817,0
10,10.0076,100,489.05,604.6,1495.28,1312.25,10.52,15.49,394.44,2318.89,8787.38,45.25,371.89,2388.1,8133.76,369,2319,100,28.66,17.2519,0
11,42.0035,100,445,549.65,1354.76,1122.4,3.91,5.72,138.66,2212.04,8327.22,41.9,130.79,2388.1,8093.71,330,2212,100,10.62,6.3388,0
12,0.0026,100,518.67,642.49,1588.34,1402.3,14.62,21.61,553.76,2388.02,9059.92,47.28,522.04,2388.03,8141.87,391,2388,100,39.01,23.3816,0
13,20.0057,100,491.19,607.4,1478.24,1246.29,9.35,13.66,334.44,2324,8726.47,44.36,314.94,2388.07,8061.87,364,2324,100,24.48,14.6266,0
14,35.0014,100,449.44,554.93,1359.87,1127.44,5.48,8,194.86,2223.05,8353.09,41.81,183.08,2388.13,8072.24,335,2223,100,14.89,8.8749,0
15,24.9981,60,462.54,536.8,1260.19,1050.49,7.05,9.02,175.85,1915.44,8014.47,36.64,165.18,2028.34,7874.95,307,1915,84.93,14.36,8.6428,0
16,0.0018,100,518.67,642.17,1580.23,1408.98,14.62,21.61,554.03,2388.05,9057.58,47.33,522.31,2388.07,8145.03,393,2388,100,38.9,23.3094,0
17,0.0003,100,518.67,642.22,1584.9,1411.42,14.62,21.61,554.67,2388.04,9062.49,47.48,521.96,2388.05,8144.01,393,2388,100,38.94,23.3529,0
18,10.0047,100,489.05,604.5,1503.87,1299.57,10.52,15.49,394.4,2318.89,8789.22,45.14,371.87,2388.1,8137.98,367,2319,100,28.49,17.2053,0
19,9.9987,100,489.05,604.44,1497.77,1303.36,10.52,15.49,395.19,2318.88,8783.39,45.23,371.73,2388.1,8136.57,369,2319,100,28.64,17.2171,0
20,25.0025,60,462.54,536.85,1261.88,1049.49,7.05,9.03,175.46,1915.42,8014.28,36.48,164.71,2028.33,7878.68,306,1915,84.93,14.24,8.535,0
21,19.9995,100,491.19,607.62,1474.34,1249.85,9.35,13.66,334.5,2323.93,8724.95,44.14,315.07,2388.12,8061.12,364,2324,100,24.37,14.6649,0
22,9.9998,100,489.05,604.47,1499.29,1307.48,10.52,15.49,395.41,2318.89,8784.51,45.31,371.86,2388.15,8135.94,369,2319,100,28.57,17.1794,0
23,42.0074,100,445,549.31,1351.56,1124.08,3.91,5.72,138.63,2212.05,8321.49,42.11,131.01,2388.08,8093.47,329,2212,100,10.56,6.3495,0
24,25.0022,60,462.54,536.32,1256.97,1051.98,7.05,9.03,175.9,1915.45,8007.12,36.66,164.83,2028.36,7878.91,307,1915,84.93,14.19,8.544,0
25,34.9996,100,449.44,555.85,1365.73,1127.46,5.48,8,194.38,2223.07,8359.49,41.64,183.22,2388.17,8073.83,333,2223,100,14.76,8.9745,0
26,24.9987,60,462.54,536.68,1265.19,1043.45,7.05,9.03,176.19,1915.4,8014.28,36.76,165.01,2028.26,7880.4,308,1915,84.93,14.43,8.6107,0
27,34.9985,100,449.44,555.54,1368.82,1127.14,5.48,8,194.72,2223.06,8358.39,41.86,183.14,2388.19,8073.9,332,2223,100,14.91,8.8987,0
28,10.0019,100,489.05,604.75,1497.8,1308.79,10.52,15.5,395.01,2318.85,8791.77,45.19,371.45,2388.12,8139.58,369,2319,100,28.59,17.0924,0
29,20.008,100,491.19,607.68,1480.29,1245.48,9.35,13.65,334.42,2324.01,8727.81,44.4,314.93,2388.11,8066.25,365,2324,100,24.7,14.7469,0
30,35.0061,100,449.44,555.39,1357.33,1127.68,5.48,8,194.47,2223.08,8353.15,41.85,183.53,2388.17,8076.52,333,2223,100,14.92,8.9678,0
31,10.0079,100,489.05,604.46,1502.86,1301.94,10.52,15.49,394.81,2318.97,8780.87,45.4,371.82,2388.08,8134.76,368,2319,100,28.5,17.1532,0
32,35.0019,100,449.44,555.33,1359.84,1126.65,5.48,8,193.76,2223.03,8360.49,41.86,182.84,2388.12,8071.67,334,2223,100,14.99,8.8837,0
33,42.0027,100,445,549.43,1350.42,1129.64,3.91,5.71,138.84,2211.99,8326.74,41.94,130.66,2388.11,8084.5,332,2212,100,10.63,6.4205,0
34,0.003,100,518.67,642.17,1588.66,1404.55,14.62,21.6,553.5,2388.03,9059.5,47.26,522.37,2388.02,8139.63,392,2388,100,39.12,23.3372,0
35,25.003,60,462.54,536.39,1265.14,1038.32,7.05,9.03,175.03,1915.41,8010.11,36.47,164.67,2028.33,7875.45,309,1915,84.93,14.32,8.5498,0
36,35.002,100,449.44,555.3,1359.08,1124.86,5.48,8,194.83,2223.07,8361.69,41.84,183.06,2388.13,8069.87,333,2223,100,14.69,9.0077,0
37,20.0003,100,491.19,606.69,1486.02,1253.71,9.35,13.65,335.33,2323.98,8725.08,44.25,315.64,2388.11,8069.82,362,2324,100,24.44,14.6658,0
38,20.0058,100,491.19,607.13,1484.3,1241.28,9.35,13.65,334.57,2323.96,8722.97,44.24,315.49,2388.07,8063.24,365,2324,100,24.71,14.7159,0
39,35.0071,100,449.44,555.14,1359.89,1122.06,5.48,8,194.57,2223.1,8351.23,41.94,182.68,2388.16,8076.08,332,2223,100,14.95,8.8449,0
40,35.0065,100,449.44,555.76,1362.8,1125.28,5.48,8,194.6,2223.01,8360.29,41.74,183.15,2388.08,8072.01,334,2223,100,14.93,8.9561,0
41,20.0055,100,491.19,607.19,1479.74,1253.85,9.35,13.65,335.2,2324.02,8724.76,44.24,314.79,2388.1,8066.92,364,2324,100,24.42,14.7657,0
42,42.0029,100,445,549.03,1353.76,1125.99,3.91,5.72,139.43,2212.07,8331.97,41.85,130.38,2388.03,8092.5,329,2212,100,10.76,6.379,0
43,0.0006,100,518.67,642.66,1582.96,1402.21,14.62,21.61,553.32,2388.03,9065.86,47.28,521.67,2388.04,8147.78,393,2388,100,38.88,23.3495,0
44,20.005,100,491.19,607.6,1479.5,1252.43,9.35,13.65,334.89,2323.99,8722.34,44.19,315.08,2388.14,8073.45,364,2324,100,24.58,14.6941,0
45,42.0027,100,445,549.75,1348.66,1120.99,3.91,5.72,139.38,2212.03,8328.66,41.89,131.14,2388.17,8096.46,330,2212,100,10.55,6.3115,0
46,20.0014,100,491.19,606.74,1485.87,1245.57,9.35,13.66,335.29,2323.99,8728.87,44.22,315.64,2388.11,8068.44,365,2324,100,24.5,14.6218,0
47,42.001,100,445,549.39,1350.89,1118.17,3.91,5.72,139.01,2211.99,8326.01,42.01,130.95,2388.05,8088.44,330,2212,100,10.65,6.3695,0
48,35.0045,100,449.44,556.12,1364.86,1132.95,5.48,8,195.26,2223.08,8349.32,41.77,183.27,2388.12,8071.63,332,2223,100,14.97,8.9251,0
49,10.0049,100,489.05,604.27,1492.28,1310.39,10.52,15.49,394.31,2318.89,8789.28,45.15,371.57,2388.08,8134.62,370,2319,100,28.66,17.2775,0
50,42.0058,100,445,549.06,1347.02,1126,3.91,5.71,139.03,2212.01,8319.75,42.02,130.95,2388.09,8090.91,331,2212,100,10.59,6.3986,0
51,42.0078,100,445,549.57,1347.57,1120.33,3.91,5.72,138.86,2211.97,8328.35,42.02,130.22,2388.07,8090.48,330,2212,100,10.76,6.4295,0
52,20.0041,100,491.19,607.35,1484.91,1246.87,9.35,13.66,334.77,2323.95,8734.43,44.13,315.08,2388.14,8068.16,364,2324,100,24.52,14.8432,0
53,10.0046,100,489.05,604.8,1505.08,1307.8,10.52,15.49,395.06,2318.8,8782.99,45.34,371.84,2388.02,8132.43,370,2319,100,28.55,17.1594,0
54,42.0007,100,445,549.33,1354.22,1120.02,3.91,5.72,139.19,2211.99,8328.24,41.92,131.04,2388.12,8088.23,330,2212,100,10.85,6.3526,0
55,20.0052,100,491.19,607.23,1480.75,1252.96,9.35,13.65,334.86,2323.88,8726.24,44.27,314.93,2388.09,8066.63,366,2324,100,24.56,14.7562,0
56,35.0027,100,449.44,555.75,1361.59,1129.16,5.48,8,194.42,2223.03,8354.78,41.8,182.84,2388.19,8072.8,333,2223,100,15.01,8.8479,0
57,35.003,100,449.44,554.92,1363.19,1126.85,5.48,8,194.19,2223.03,8354.41,41.91,183.19,2388.12,8067.57,334,2223,100,14.66,8.9781,0
58,42.006,100,445,549.23,1355.18,1126.28,3.91,5.71,138.79,2212,8322.34,42.19,130.5,2388.11,8090.02,330,2212,100,10.79,6.4016,0
59,34.9991,100,449.44,555.64,1368.77,1126.43,5.48,8,194.19,2223.08,8353.77,41.85,183.65,2388.13,8072.24,334,2223,100,14.86,8.96,0
60,10.0012,100,489.05,604.43,1494.3,1307.97,10.52,15.49,394.7,2318.86,8787.51,45.49,371.54,2388.1,8132.61,367,2319,100,28.59,17.0499,0
61,9.9987,100,489.05,604.37,1497.49,1305.65,10.52,15.49,394.52,2318.87,8782.82,45.32,371.6,2388.09,8129.93,369,2319,100,28.58,17.18,0
62,10.0056,100,489.05,604.82,1498.38,1308.35,10.52,15.49,394.41,2318.88,8786.57,45.45,371.95,2388.17,8138.81,370,2319,100,28.52,17.1542,0
63,20.0032,100,491.19,607.33,1482.26,1257.69,9.35,13.66,334.33,2324.02,8737.22,44.27,315.69,2388.15,8068.69,363,2324,100,24.65,14.6835,0
64,20.0034,100,491.19,607,1484.11,1244.8,9.35,13.66,334.7,2323.95,8737.42,44.15,315.27,2388.03,8064.7,364,2324,100,24.56,14.77,0
65,42.0071,100,445,549.61,1356.25,1120.93,3.91,5.71,139.17,2211.98,8325.76,41.97,130.46,2388.11,8092.69,330,2212,100,10.65,6.4974,0
66,25.0031,60,462.54,536.27,1261.73,1045.62,7.05,9.03,175.37,1915.44,8017.7,36.74,164.8,2028.31,7877.09,306,1915,84.93,14.45,8.605,0
67,19.9995,100,491.19,607.1,1482.72,1252.94,9.35,13.65,334.74,2324.01,8730.99,44.19,315.72,2388.11,8066.13,365,2324,100,24.54,14.7182,0
68,42.0059,100,445,549.49,1357.37,1122.1,3.91,5.71,138.38,2212.05,8333.38,42.09,130.71,2388.09,8088.34,330,2212,100,10.62,6.3761,0
69,41.9998,100,445,549.42,1352.79,1121.18,3.91,5.71,138.43,2211.99,8326.9,41.96,130.58,2388.07,8086.07,331,2212,100,10.82,6.3376,0
70,42.0065,100,445,549.4,1358.2,1123.92,3.91,5.71,138.91,2212.01,8323.21,41.96,130.47,2388.09,8086.34,331,2212,100,10.6,6.2219,0
71,10.0066,100,489.05,605.06,1498.17,1302.88,10.52,15.49,395.34,2318.91,8782.36,45.36,372.35,2388.09,8135.46,368,2319,100,28.53,17.1879,0
72,25.0055,60,462.54,537.07,1265.42,1050.74,7.05,9.03,176.12,1915.41,8013.27,36.62,164.58,2028.3,7874.55,307,1915,84.93,14.54,8.6923,0
73,25.0021,60,462.54,537.03,1258.33,1042.23,7.05,9.03,175.54,1915.42,8007.04,36.59,164.73,2028.37,7880.98,307,1915,84.93,14.33,8.5597,0
74,35.0052,100,449.44,555.37,1369.12,1128.78,5.48,8,195.84,2223.1,8345.16,41.94,183.67,2388.22,8074.49,334,2223,100,14.98,8.9093,0
75,0.002,100,518.67,642.2,1587.48,1405.63,14.62,21.61,554.7,2388.04,9065.62,47.17,521.72,2388.07,8141.67,393,2388,100,38.84,23.3205,0
76,20.0059,100,491.19,607.58,1484.28,1244.01,9.35,13.66,334.38,2324.01,8726.6,44.39,314.87,2388.1,8065.05,365,2324,100,24.58,14.7464,0
77,20.0032,100,491.19,607.27,1474.51,1253.28,9.35,13.65,334.22,2323.99,8726.49,44.39,315.17,2388.08,8059.45,365,2324,100,24.49,14.6462,0
